D=2,N=1000
-1.2933 	1.2908 
-0.0554 	-2.2389 
2.2749 	2.4132 
1.5757 	-3.7943 
1.5098 	-2.0557 
-0.7040 	1.9035 
0.8532 	-4.8690 
2.0599 	-2.6321 
2.1358 	-1.6144 
3.2853 	0.1162 
2.5775 	-0.4779 
0.7176 	2.0048 
-2.8531 	-3.3994 
2.7023 	-3.6941 
1.0243 	-4.4471 
-1.6466 	-2.2842 
-0.6397 	3.7058 
-0.9809 	2.4020 
-4.1600 	2.6112 
-3.4958 	1.7545 
-0.9015 	-0.4653 
-2.0390 	-1.4211 
-2.5289 	2.9174 
-1.8023 	2.9959 
-3.2942 	1.4183 
0.0631 	4.3169 
-1.1816 	4.6338 
0.1019 	-1.7683 
-3.6401 	-0.0356 
4.3363 	-1.6457 
-0.8477 	4.5141 
-4.1044 	-0.9256 
-3.8040 	-2.3901 
-0.7994 	2.4678 
2.3771 	-0.8781 
-2.3141 	1.5957 
-0.5146 	3.3417 
0.4487 	2.7979 
-0.3728 	3.0755 
0.4402 	3.8585 
3.2745 	-3.7390 
-1.1450 	0.3478 
3.3566 	-3.2119 
-1.7638 	2.5145 
0.8992 	-0.8660 
1.0172 	1.3734 
-0.8118 	-0.5701 
-0.3706 	4.7262 
-0.1975 	0.4711 
1.7370 	4.4901 
-2.6583 	0.4294 
-3.2038 	-3.0095 
-1.7098 	2.1641 
4.5079 	1.2910 
2.4980 	0.0390 
-2.6591 	0.6466 
2.1814 	1.1093 
1.2941 	-3.0696 
2.1553 	-0.8873 
2.9464 	1.7482 
3.6324 	-0.1342 
-1.6209 	-0.4436 
0.4184 	2.1604 
1.4961 	1.1653 
-2.8313 	-3.4050 
-0.7632 	4.4901 
-2.5673 	2.3634 
-3.2767 	-3.0711 
-2.7426 	-0.6279 
-3.4058 	-0.7767 
4.9679 	-0.3362 
-0.9841 	-4.7911 
4.6588 	0.5291 
3.0067 	-3.1758 
2.6559 	-2.1395 
2.5636 	-4.2040 
0.6980 	-1.1408 
1.7734 	-4.0029 
2.6102 	3.2068 
-0.7024 	1.0188 
3.2955 	-0.1307 
-1.6818 	-2.1458 
-1.8903 	3.3547 
1.5715 	3.7440 
4.0271 	-1.2051 
-1.8437 	3.7964 
-0.8747 	0.4348 
3.8383 	0.8827 
0.1597 	4.3706 
-1.7374 	3.3729 
3.1115 	-2.3616 
2.1885 	3.1251 
-2.8992 	-0.9142 
-1.1571 	0.7717 
-2.0974 	3.9400 
-3.2113 	1.1308 
-2.0449 	3.2487 
0.5661 	-3.4514 
-0.1626 	0.5211 
2.8084 	1.9040 
-1.6499 	3.4296 
-0.3104 	4.0397 
-1.3652 	3.8179 
-4.0231 	0.0406 
-4.9219 	-0.0036 
0.6077 	1.4906 
2.2013 	0.1539 
2.5519 	-3.8740 
4.7217 	-1.5314 
-0.6780 	-2.8595 
4.1377 	0.7798 
-4.1946 	-1.2522 
0.5172 	-4.4627 
2.0646 	2.7157 
-1.8942 	2.8570 
-1.2340 	2.5310 
2.0379 	-1.9165 
-4.7795 	0.5066 
4.4603 	0.9408 
0.9143 	-3.6206 
4.5778 	-0.1802 
3.4076 	3.2650 
4.6329 	0.7543 
0.0761 	-3.8589 
0.8502 	-2.8465 
2.3750 	-2.5536 
3.6218 	2.6166 
-0.9748 	-1.1249 
-0.2944 	-0.6407 
3.5339 	1.3138 
2.8078 	1.3414 
2.8500 	-2.9534 
0.6372 	1.9689 
-1.7941 	-0.5506 
-1.0365 	0.7728 
-1.1177 	0.0788 
1.7105 	0.6813 
0.9422 	2.6619 
-4.3211 	-0.5263 
-1.8042 	1.8320 
2.6192 	-1.6625 
2.2898 	-0.6144 
3.9464 	0.6908 
0.6006 	3.7709 
-0.5724 	-0.3293 
-4.1459 	0.6974 
-2.1906 	1.2605 
0.1715 	-2.3997 
3.0131 	3.1843 
3.6923 	-1.5164 
-2.3088 	-2.7743 
3.0559 	0.3929 
-2.0138 	3.6783 
-1.9517 	-1.9411 
0.3721 	1.6116 
2.0317 	-2.3249 
3.7703 	2.4897 
0.2822 	4.1850 
0.8967 	-1.8127 
-1.2923 	4.1756 
-4.5879 	-1.4458 
-2.2155 	-0.6180 
-0.1236 	-2.2659 
-2.6238 	1.0241 
-0.1613 	-3.8744 
-0.4646 	4.7302 
0.0493 	2.4774 
-0.3048 	-1.1975 
-3.8577 	0.9233 
2.9943 	3.4858 
1.7254 	-3.0545 
1.8457 	-4.2404 
-1.9828 	-1.6575 
-2.0321 	-0.8249 
3.3922 	1.0724 
3.5830 	-1.9438 
-0.0591 	-2.1355 
1.2835 	-2.2110 
0.5886 	2.0934 
4.6186 	-0.1740 
3.1316 	-0.3445 
-1.5001 	-4.1840 
2.6149 	-0.2290 
2.7964 	-0.6041 
-0.5902 	-2.1139 
0.2135 	0.5932 
-1.0344 	-4.7611 
2.6851 	-2.3668 
-1.7998 	3.8915 
-0.2577 	3.5994 
2.7882 	-0.1568 
-3.7863 	-3.2365 
4.0394 	2.4244 
4.4748 	-0.7474 
-0.3241 	4.3816 
-2.4996 	-1.8461 
2.0938 	1.9549 
1.5855 	-4.3308 
2.7593 	-3.2625 
2.9506 	1.7520 
2.2743 	4.1614 
-2.4260 	2.9881 
-3.8121 	-0.9765 
1.0326 	4.2550 
0.6254 	3.8610 
