D=2,N=1000
5.5128 	2.4958 
8.0626 	2.3537 
8.4457 	3.4370 
8.1526 	2.9292 
10.7902 	2.8370 
9.5086 	3.1970 
10.0376 	3.2233 
4.5276 	2.5207 
4.2053 	3.8945 
3.2170 	2.3104 
5.8436 	3.8722 
3.4420 	3.3151 
7.8517 	2.8709 
9.8029 	2.8108 
4.0819 	2.4625 
8.5316 	2.1918 
6.7717 	3.9300 
11.1100 	3.7755 
7.9188 	3.7326 
6.5105 	2.6932 
9.6370 	3.8725 
11.9097 	3.9087 
3.1279 	3.9864 
8.0194 	2.9729 
4.6807 	2.5843 
5.9378 	3.2788 
8.4989 	2.7159 
7.7521 	2.9498 
8.1388 	2.2539 
10.0701 	2.2379 
7.9872 	2.6827 
8.4476 	3.2255 
9.3310 	3.5378 
3.4730 	3.5002 
4.3531 	3.6415 
3.8102 	2.4107 
3.4783 	3.5790 
4.2436 	3.4581 
11.0809 	3.6012 
10.1712 	2.7163 
5.0153 	3.9215 
11.8367 	3.9443 
3.1080 	3.3287 
2.8469 	2.4322 
5.0492 	3.6371 
6.3746 	3.2444 
4.7310 	2.2509 
7.8945 	3.0198 
4.7787 	3.8556 
10.0905 	2.5128 
8.3501 	3.8655 
5.7049 	3.3146 
9.1736 	3.9326 
5.5388 	2.6594 
3.7899 	3.4458 
2.4506 	3.3586 
7.1069 	2.1565 
3.8625 	3.1402 
8.2894 	3.4699 
9.9993 	3.2914 
4.9354 	3.2465 
3.4782 	2.9657 
9.1606 	3.0055 
3.7226 	3.1744 
10.3867 	2.1596 
3.5580 	3.3965 
4.6197 	2.5968 
11.4079 	3.0439 
6.6769 	3.4006 
8.2872 	2.5300 
2.2445 	3.1132 
11.0772 	2.0485 
4.5358 	2.7619 
8.8754 	2.6939 
3.9705 	2.9161 
6.3565 	2.7465 
4.2725 	2.7727 
7.6721 	2.3274 
10.3259 	2.9554 
4.4272 	3.8874 
11.3513 	2.3858 
3.0943 	3.9001 
11.2803 	2.5882 
7.3701 	3.7059 
2.4672 	2.5302 
2.0019 	3.3266 
9.3950 	2.2018 
3.2499 	2.3138 
7.3023 	2.9606 
3.6286 	3.0885 
8.2224 	2.3977 
2.2289 	3.6481 
5.6545 	3.4368 
6.8653 	2.7519 
4.5903 	2.5555 
10.4775 	3.6439 
2.1705 	3.2496 
5.2117 	2.7242 
8.5264 	2.8214 
5.5192 	3.9192 
11.6285 	2.5830 
4.0502 	3.1049 
10.4782 	3.2975 
